model,outcome,term,coef,se,t,p,ci_low,ci_high,n_obs,n_channels
wearout_title_streak,engagement_rate,streak_title_z,0.0003721395405490627,0.0002818044514681288,1.3205594823300744,0.18666308166820733,-0.00018021975601404533,0.0009244988371121708,20672,238
wearout_title_nonlin_lin,engagement_rate,dose_title_z,0.00032308397616842316,0.00036597075300379785,0.8828136497701782,0.3773473511291061,-0.0003942480149511735,0.00104041596728802,20672,238
wearout_title_nonlin_sq,engagement_rate,dose_title_z_sq,-2.7306960243469025e-05,9.176322629416786e-05,-0.2975806469132892,0.7660262728804224,-0.00020717023425889414,0.0001525563137719561,20672,238
wearout_title_rebound,engagement_rate,tmpl_sim_title_z,-0.0009374866364645029,0.0002768298733714301,-3.3865082010374357,0.0007092002860518143,-0.0014800950006065546,-0.00039487827232245114,20904,238
wearout_combined_dose,engagement_rate,dose_combined_z,0.000622846368770446,0.0003661185951683357,1.701214789388315,0.08891787792932893,-9.477540483419607e-05,0.0013404681423750879,20671,238
wearout_combined_winshare,engagement_rate,winshare_combined_z,0.0006858670802651168,0.0004159182941043709,1.6490428288134031,0.09915423486339736,-0.00012936609234269058,0.001501100252872924,20671,238
wearout_combined_streak,engagement_rate,streak_combined_z,6.709291595769968e-05,0.00019166452439588576,0.35005390887631516,0.7263018488595012,-0.00030858490469717783,0.00044277073661257724,20671,238
wearout_combined_nonlin_lin,engagement_rate,dose_combined_z,0.0006288545927490047,0.0003691768969376944,1.7033963879249352,0.08850912217487505,-9.476169940011373e-05,0.0013524708848981232,20671,238
wearout_combined_nonlin_sq,engagement_rate,dose_combined_z_sq,1.8612721376799882e-05,0.00011522780609480257,0.16152977313033665,0.8716777609631408,-0.0002072430092781731,0.00024446845203177287,20671,238
wearout_combined_rebound,engagement_rate,tmpl_sim_combined_z,-0.000870288878209657,0.00031524024950483096,-2.760716246027207,0.005772562038479423,-0.001488184606052741,-0.000252393150366573,20904,238
week_thumbnail,engagement_rate,_hom_thumbnail_z,0.00040466461515948195,0.0003651341325011551,1.1082629070789536,0.2677738869144597,-0.00031106832778632235,0.0011203975581052864,10648,234
week_title,engagement_rate,_hom_title_z,-0.0007072443726059465,0.0004244926923704389,-1.6660931632452245,0.09572493779417135,-0.0015393314795770295,0.00012484273436513642,10648,234
week_combined,engagement_rate,_hom_combined_z,-0.0003096595269958157,0.00039735156112811126,-0.7793086960994158,0.43581560375018813,-0.0010885448102812205,0.0004692257562895891,10648,234
direction_thumbnail_forward,engagement,_hom_lag_z,0.011766481771472413,0.011331749371560361,1.0383641029868798,0.2991252348592519,-0.010445979594151736,0.03397894313709656,10416,234
direction_thumbnail_reverse,homogeneity,_eng_lag_z,0.017775883190359772,0.012434145173781403,1.4296023523870334,0.1528615298884506,-0.0065974596100925285,0.04214922599081207,10528,234
direction_title_forward,engagement,_hom_lag_z,-0.0008932889648702149,0.011928115556204651,-0.07488936208415188,0.9403042119640967,-0.024274745549310424,0.022488167619569996,10416,234
direction_title_reverse,homogeneity,_eng_lag_z,0.002005544294590216,0.011367189677059299,0.1764327288949622,0.8599574650909871,-0.02027635822500793,0.02428744681418836,10528,234
direction_combined_forward,engagement,_hom_lag_z,0.0071837172870810335,0.011348468591922036,0.633012042893125,0.5267399963521711,-0.015061517044496554,0.02942895161865862,10416,234
direction_combined_reverse,homogeneity,_eng_lag_z,0.010772166584982227,0.012172030057900268,0.8849934262190342,0.37618084968840204,-0.013087379610776875,0.03463171278074133,10528,234
robust_thumbnail,engagement_rate,formula_adherence_thumbnail_z,0.00030680908374294943,0.0006217154736146131,0.49348793260553975,0.6216839458321783,-0.0009119497488785296,0.0015255679163644286,6818,77
