model,outcome,term,coef,se,t,p,ci_low,ci_high,n_obs,n_channels
wearout_title_winshare,engagement_rate,winshare_title_z,-0.0006177314220803753,0.0005802408785204212,-1.0646120343253869,0.28710455209327623,-0.001755266645228807,0.0005198038010680564,4924,74
wearout_title_streak,engagement_rate,streak_title_z,-9.736943345388049e-05,0.0004161263108164503,-0.23399009128463716,0.8150025513347172,-0.0009131656886911178,0.0007184268217833568,4924,74
wearout_title_nonlin_lin,engagement_rate,dose_title_z,-0.0006670713946061724,0.0005506062416732653,-1.2115216721462787,0.22575459416600174,-0.0017465093477804909,0.0004123665585681461,4924,74
wearout_title_nonlin_sq,engagement_rate,dose_title_z_sq,0.00010926915612825338,0.0002483050706360383,0.4400601077068555,0.6599131952267498,-0.0003775213974906813,0.000596059709747188,4924,74
wearout_title_rebound,engagement_rate,tmpl_sim_title_z,-0.0024233488649116446,0.0008297719608495352,-2.9204998231448758,0.003510582833714304,-0.004050072210602721,-0.000796625519220568,4996,74
wearout_combined_dose,engagement_rate,dose_combined_z,-0.0006071602644295877,0.0006394162909683118,-0.9495539494468047,0.3423862790525751,-0.0018607061281510494,0.0006463855992918738,4924,74
wearout_combined_winshare,engagement_rate,winshare_combined_z,-0.0005451857877359612,0.0006453160589133663,-0.844835302338497,0.39824449085783353,-0.0018102978717882182,0.0007199262963162958,4924,74
wearout_combined_streak,engagement_rate,streak_combined_z,-0.00035240592618521795,0.00038974161271488635,-0.9042040025708491,0.36593216666262895,-0.0011164762094102814,0.0004116643570398455,4924,74
wearout_combined_nonlin_lin,engagement_rate,dose_combined_z,-0.000525921614419277,0.0005915936393629456,-0.8889913268601279,0.37405185729523116,-0.0016857134563065838,0.0006338702274680299,4924,74
wearout_combined_nonlin_sq,engagement_rate,dose_combined_z_sq,0.0001971322588762082,0.00023514476659791079,0.838344232484227,0.4018787396628414,-0.0002638581301625039,0.0006581226479149203,4924,74
wearout_combined_rebound,engagement_rate,tmpl_sim_combined_z,-0.0024729887412124093,0.0008650543988751754,-2.858766737014482,0.004270794766382702,-0.004168881410931313,-0.000777096071493505,4996,74
week_thumbnail,engagement_rate,_hom_thumbnail_z,-0.0015069409632821188,0.0005540968660328638,-2.7196345181868278,0.006573471980133805,-0.0025933939223174857,-0.00042048800424675193,3045,76
week_title,engagement_rate,_hom_title_z,-0.0025095872005245117,0.0006807542219494691,-3.6864805529047353,0.00023144685948617294,-0.003844385291169105,-0.0011747891098799184,3045,76
week_combined,engagement_rate,_hom_combined_z,-0.002443306920587607,0.000652018632770321,-3.7472961626976726,0.00018215498919960105,-0.003721761314295538,-0.0011648525268796762,3045,76
direction_thumbnail_forward,engagement,_hom_lag_z,7.81666368420702e-05,0.02000263214841221,0.0039078175443162865,0.9968822901767109,-0.03914268663008103,0.03929901990376517,2968,75
direction_thumbnail_reverse,homogeneity,_eng_lag_z,-0.04399133038367628,0.021966271385153297,-2.002676267279909,0.04530364944920806,-0.08706215076333629,-0.0009205100040162728,3019,76
direction_title_forward,engagement,_hom_lag_z,-0.02117685270642505,0.021436513705725576,-0.9878869762655869,0.3232906468707957,-0.06320923886283335,0.020855533449983244,2968,75
direction_title_reverse,homogeneity,_eng_lag_z,-0.039621415573874746,0.023999287463259925,-1.6509413304261826,0.09885728744718159,-0.08667851422506127,0.0074356830773117805,3019,76
direction_combined_forward,engagement,_hom_lag_z,-0.016891922245354768,0.0232837764785264,-0.7254803472681265,0.4682160967677238,-0.06254639281644955,0.02876254832574001,2968,75
direction_combined_reverse,homogeneity,_eng_lag_z,-0.047501028799819905,0.023999640919884546,-1.9792391460517076,0.0478821731613277,-0.09455882049838457,-0.00044323710125523247,3019,76
robust_thumbnail,engagement_rate,formula_adherence_thumbnail_z,-0.001067167647327644,0.001212108468781948,-0.880422565152147,0.3787489565635509,-0.003444468562165995,0.0013101332675107076,1813,26
